source,target,weight,resources,references,sign_decision
ATF3,IFNG,1.0,CytReg;ExTRI;TRRUST,18268321;18802113;20002170;20304822;24951825,PMID
LEF1,COL11A1,1.0,ExTRI;GEREDB;NTNU.Curated;Pavlidis2021,18280717,PMID
JUN,TIMP3,1.0,ExTRI;NTNU.Curated,18289921;23078099;9182717,default activation
PAX3,HES1,1.0,ExTRI;Pavlidis2021,18308300;20833714;21169561,PMID
HES1,PAX3,1.0,ExTRI,21169561,default activation
GLI3,FST,1.0,ExTRI,18319260,default activation
DLX5,DLX6,1.0,ExTRI,18326838;20702565,default activation
DLX6,DLX5,1.0,ExTRI,18326838;20702565,default activation
TP63,DLX5,1.0,ExTRI,18326838,default activation
TP63,DLX6,1.0,ExTRI;NTNU.Curated,18326838,default activation
GATA3,HSPB1,1.0,ExTRI,18368538,default activation
KLF4,HSPA1A,1.0,ExTRI;NTNU.Curated,18379898,default activation
PPARG,SDC1,1.0,ExTRI;NTNU.Curated,18413760,PMID
EZH2,RUNX3,-1.0,ExTRI;HTRI;NTNU.Curated;TRRUST,18430739;20631058;22222375,PMID
MYC,CRY1,1.0,ExTRI,18433872,default activation
MYC,DEFB1,1.0,ExTRI;GEREDB,18433872,default activation
EPAS1,RUNX2,1.0,ExTRI;TFactS,18442887,PMID
ESR1,CA12,1.0,ExTRI,18451179,default activation
EPAS1,VCAM1,1.0,ExTRI;GEREDB,18451309,default activation
HMGA2,HMGA2,1.0,ExTRI,18505920;23625920,default activation
PAX3,AXL,1.0,ExTRI,18522535,default activation
GATA2,PPARG,-1.0,DoRothEA-A;ExTRI;HTRI;NTNU.Curated;SIGNOR;TFactS;TRRUST,15896659;18522800;19772889,PMID
GATA3,PPARG,-1.0,DoRothEA-A;ExTRI;HTRI;SIGNOR;TFactS,15632071;15896659;18522800,PMID
ESR1,ICAM1,1.0,ExTRI,18528430,default activation
PRDM1,SOX6,-1.0,ExTRI;NTNU.Curated,18535625,PMID
EPAS1,HLA-DRB1,1.0,ExTRI,18544564,default activation
SPIB,XBP1,-1.0,ExTRI;NTNU.Curated,18552212,PMID
SPIB,PRDM1,-1.0,ExTRI;NTNU.Curated,18552212,PMID
SPIB,SPIB,1.0,ExTRI,18552212,default activation
ID1,DELEC1,1.0,ExTRI,18556654,default activation
LEF1,IL4,1.0,CytReg;ExTRI;NTNU.Curated;Pavlidis2021;SIGNOR,18579517,regulon
SNAI2,ESR1,-1.0,SIGNOR,20509143,PMID
ESR1,SNAI2,-1.0,ExTRI;NTNU.Curated;SIGNOR,18588516;20101232,PMID
MAF,FBXO32,1.0,ExTRI,18599544,default activation
JUN,MMP7,1.0,ExTRI;NTNU.Curated;TFactS;TRRUST,11158322;11774399;12851697;12958188;16494848;18600430;1899216;19426720,PMID
LEF1,TP63,1.0,ExTRI;NTNU.Curated,18615589,regulon
KLF5,MMP9,1.0,ExTRI;NTNU.Curated;TRRUST,18617520,PMID
ESR1,PI3,1.0,ExTRI,18637482,default activation
ID2,CD79A,1.0,ExTRI,18641300,default activation
ESR1,PHLDA1,1.0,ExTRI;NTNU.Curated,18641796,PMID
SNAI2,CDH5,-1.0,ExTRI;NTNU.Curated,18663143;19046938,PMID
MYC,DDR2,1.0,ExTRI;NTNU.Curated,18664364,default activation
RORB,KCNQ5,1.0,ExTRI,18669596,default activation
PRDM1,TBX21,-1.0,ExTRI;NTNU.Curated,18684923,PMID
MEF2C,MECOM,1.0,ExTRI,18765291,default activation
MEF2C,NR2F1,1.0,ExTRI,18765291,default activation
JUN,CCL4,1.0,CytReg;ExTRI;TFactS,18789903;19299558,default activation
ESR1,CYP7B1,1.0,ExTRI;GEREDB,16606610;16720094;18790053,PMID
SPIB,DCN,1.0,ExTRI,18792017,default activation
IRF8,TNF,1.0,CytReg;ExTRI,18802049;19718038,PMID
NR2F2,NRP1,1.0,ExTRI;GEREDB;NTNU.Curated;Pavlidis2021,18815287;19144989;22492355,default activation
XBP1,KLRG1,1.0,ExTRI;GEREDB,18832700,PMID
PPARG,RBP7,1.0,ExTRI,18840764,default activation
SPIB,IL10,1.0,CytReg;ExTRI;HTRI,18843277;20072143;22698399,PMID
JUN,KIF11,1.0,ExTRI;NTNU.Curated,18845538,PMID
HES1,CD3E,1.0,ExTRI,18852286,default activation
NR4A3,PPARG,1.0,ExTRI;GEREDB;NTNU.Curated;TRRUST,18855877,default activation
BACH2,BCL2,1.0,ExTRI;NTNU.Curated;TRRUST,18929412,default activation
GATA3,DTX1,1.0,ExTRI;GEREDB,18941217;19564409,PMID
IRF4,IL10,1.0,CytReg;ExTRI,12374808;18962896;19592658;21378976;21440248;22698399;25870242;28100679,PMID
NFATC2,IL10,1.0,CytReg;ExTRI,18962896;21398617;22427656,PMID
MYC,FHIT,1.0,ExTRI,18987311,default activation
MYC,KIR3DL1,1.0,ExTRI,18987359,default activation
FOXP2,CNTNAP2,-1.0,DoRothEA-A;ExTRI;HTRI;TRRUST,18987363;18987364;19582487,PMID
TP63,APOD,1.0,ExTRI;GEREDB,19001418,PMID
MYC,TAF4B,1.0,ExTRI;GEREDB,19020761,PMID
MYC,HES1,1.0,ExTRI;GEREDB,19021144;20388374,PMID
MYC,HSPD1,1.0,DoRothEA-A;ExTRI;GEREDB;HTRI;TFactS,11085504;11983916;12695333;14519204;19022255;21995449,PMID
TCF4,KDR,-1.0,ExTRI;NTNU.Curated,19029143;21722264,PMID
JUN,COL3A1,1.0,ExTRI,1903195,default activation
ESR1,HES1,1.0,ExTRI,19039095,default activation
NR2F2,IGF1,1.0,ExTRI;GEREDB,19041640,default activation
MYC,HBB,1.0,ExTRI;GEREDB;HTRI;NTNU.Curated,12695333;1904416;24725430,default activation
NFATC2,GATA3,1.0,ExTRI;NTNU.Curated,19056736,default activation
MYC,EGFR,1.0,ExTRI,19075569,default activation
TWIST2,IL10,1.0,ExTRI;GEREDB,19090621,default activation
NR2F1,TNF,1.0,ExTRI,19112178,default activation
HES1,TRGV9,1.0,ExTRI,19116245,default activation
ESR2,CCDC62,1.0,ExTRI,19126643,default activation
JUN,CCN1,1.0,ExTRI;NTNU.Curated,12939282;19126648;21029732,PMID
NR2F2,KDR,1.0,ExTRI,19144989,default activation
SOX4,EGFR,1.0,ExTRI;NTNU.Curated,19147588,default activation
SOX4,TNC,1.0,ExTRI;NTNU.Curated,19147588,default activation
NR2F2,VEGFC,1.0,ExTRI,19154418;24122412,default activation
ESR1,BCL2,1.0,DoRothEA-A;ExTRI;HTRI;TRRUST,10542244;11261829;18414489;19148464;19160418;20664923;21841772;9306964,PMID
KLF4,COL8A1,1.0,ExTRI;NTNU.Curated,19168440,PMID
JUN,EDN1,1.0,ExTRI;TFactS;TRRUST,12208352;16740983;1918021;21216243;21239258;22301113,PMID
JUN,PTGDS,1.0,ExTRI,19181746,default activation
MYC,EZH2,1.0,ExTRI,19197161;21941025,default activation
EZH2,MYC,-1.0,TRRUST,23079660,PMID
ID1,ESR2,1.0,ExTRI,19217708,default activation
PAX5,NCAM1,1.0,ExTRI,19235015,default activation
RUNX2,SDC1,1.0,ExTRI;NTNU.Curated,19259985,PMID
RUNX2,SDC2,1.0,ExTRI;NTNU.Curated,19259985,PMID
RUNX2,SDC3,1.0,ExTRI;NTNU.Curated,19259985,PMID
RUNX2,EXT1,1.0,ExTRI;GEREDB;NTNU.Curated,19259985,PMID
TP63,ID3,1.0,ExTRI,19267405,default activation
ZHX3,ZHX3,1.0,ExTRI,19273305,default activation
TBX21,CD74,1.0,ExTRI,19286569,default activation
JUN,MAP3K4,1.0,ExTRI,19289495,default activation
EZH2,EMP1,1.0,ExTRI,19289832,default activation
RUNX2,MGP,-1.0,ExTRI;GEREDB;NTNU.Curated,19306294;19896523,PMID
MITF,DIO2,1.0,ExTRI,19321441;23379601,default activation
NFIX,NFIX,1.0,ExTRI,19337383,default activation
EZH2,CDKN1C,1.0,ExTRI,19340297;22821416,default activation
NFIA,LARGE1,1.0,ExTRI,19351418,default activation
ATF3,CXCL8,1.0,ExTRI,19374863,default activation
OTX2,RHD,1.0,ExTRI,19401468;23197730,default activation
JUN,S100A10,1.0,ExTRI,19447143,default activation
ESR2,CYP1B1,1.0,ExTRI;GEREDB;NTNU.Curated,19470599,PMID
DLX5,MYC,1.0,ExTRI;Pavlidis2021;SIGNOR;TRRUST,19497851,PMID
JUN,SPIB,1.0,ExTRI,19553523,default activation
MITF,SPIB,1.0,ExTRI,19553523,default activation
PAX5,SPIB,1.0,ExTRI,19553523,default activation
ID1,DTX1,1.0,ExTRI,19564409,default activation
ID1,HGF,1.0,ExTRI,19567783;24177224,default activation
EPAS1,HIF3A,1.0,ExTRI;GEREDB,19571379,default activation
HIF3A,EPAS1,-1.0,GEREDB;SIGNOR;TRRUST,19755485;21479871,PMID
BATF,IL17A,1.0,CytReg;ExTRI,19578362;21572431;22983707;23203924;24584090,PMID
JUN,CDH2,-1.0,ExTRI;NTNU.Curated,19578744,PMID
NR3C2,EDN1,1.0,ExTRI;NTNU.Curated,19638349,default activation
RUNX2,COL1A2,1.0,ExTRI;NTNU.Curated;SIGNOR,11106645;11331591;19649655,PMID
RUNX2,FN1,1.0,ExTRI;NTNU.Curated,19649655,PMID
JUN,CXCL13,1.0,ExTRI,19671684,default activation
GATA3,TEK,1.0,DoRothEA-A;ExTRI;HTRI;TRRUST,19674970,PMID
KLF5,MYC,1.0,ExTRI;GEREDB;NTNU.Curated,19684017,PMID
NR4A3,BIRC3,1.0,ExTRI,19720740,default activation
NFATC2,ABCA1,1.0,ExTRI;NTNU.Curated,19752193,default activation
SNAI2,RUNX2,1.0,ExTRI;NTNU.Curated,19756381,PMID
RUNX2,SNAI2,1.0,SIGNOR;TRRUST,22641097,PMID
MECOM,PBX1,1.0,ExTRI;GEREDB;SIGNOR,19767769,PMID
PAX3,HLA-DQB1,1.0,ExTRI,19814781,default activation
PPARG,SLC4A1,-1.0,ExTRI;NTNU.Curated,19850645,PMID
JUN,HBG1,1.0,ExTRI,19861239,default activation
ESR1,MME,1.0,ExTRI,19897485,default activation
ESR2,MME,1.0,ExTRI,19897485,default activation
PRDM1,IL6,-1.0,CytReg;ExTRI,19915049,PMID
PPARG,ALB,1.0,ExTRI;NTNU.Curated,19932685,PMID
TWIST2,CD7,1.0,ExTRI;GEREDB,18355446;19937140,default activation
JUN,SLC8A1,1.0,ExTRI;NTNU.Curated,19945464,PMID
NR2F1,APOB,1.0,ExTRI;TRRUST,1639815;20007910,default activation
MECOM,CA3,-1.0,ExTRI;GEREDB,20015077,PMID
SOX4,NCAM1,1.0,ExTRI;GEREDB;NTNU.Curated;TRRUST,20049565,PMID
TBX21,HAVCR2,1.0,ExTRI,20049876,default activation
GATA3,ABCB1,1.0,ExTRI,20053773,default activation
TBX21,CD8A,1.0,ExTRI,20060330;25148025,default activation
IRF4,PRDM1,1.0,ExTRI;GEREDB,16919487;20064451,PMID
KLF4,EPCAM,1.0,ExTRI;NTNU.Curated,20064925,default activation
MAF,MMP13,1.0,DoRothEA-A;ExTRI;HTRI;SIGNOR;TRRUST,20067416,PMID
PAX3,ACKR3,1.0,ExTRI,20068066,default activation
ESR1,GREB1,1.0,DoRothEA-A;ExTRI;IntAct;NTNU.Curated;SIGNOR;TRRUST,17666587;18414489;20068169;21907792;21984905;22359603;23056300;23403292;25303530,PMID
TCF4,MYC,1.0,ExTRI;NTNU.Curated;SIGNOR;TRRUST,15928669;18852287;19561604;19662654;19778454;20133699;21533051,PMID
EPAS1,ROR2,1.0,ExTRI,20185829,default activation
ESR1,PTGDS,1.0,ExTRI;GEREDB,20193744,PMID
ESR2,PTGDS,1.0,ExTRI;GEREDB,12829806;20193744,PMID
RUNX2,ABCB1,1.0,ExTRI;NTNU.Curated,20197312,PMID
GATA2,GATA2,1.0,ExTRI;NTNU.Curated;SIGNOR,20216212;27545880,PMID
JUN,AREG,1.0,ExTRI;NTNU.Curated,20308529;22570239,PMID
TGFB1I1,CCN2,1.0,ExTRI,20333347,default activation
PRDM1,TNFRSF17,1.0,ExTRI;GEREDB,20339926,PMID
NR2F2,NRP2,1.0,ExTRI;GEREDB;NTNU.Curated;Pavlidis2021,20364082;22492355,PMID
RORA,IL17A,1.0,CytReg;ExTRI;GEREDB,18164222;18825747;19494286;20383124;25583575,PMID
KLF4,GDF15,1.0,ExTRI;NTNU.Curated;TRRUST,20385121;22750490,default activation
MYC,ID1,1.0,ExTRI;NTNU.Curated,20388787,PMID
ID1,MYC,1.0,GEREDB,20697353,default activation
ZNF331,CCNB1,-1.0,ExTRI;NTNU.Curated,20395210,PMID
ZNF331,CDC25C,-1.0,ExTRI;NTNU.Curated,20395210,PMID
ZNF331,CDK1,-1.0,ExTRI;NTNU.Curated,20395210,PMID
BCL11A,HBD,1.0,ExTRI,20395365,default activation
BCL11A,HBG1,-1.0,ExTRI;GEREDB;GOA;Pavlidis2021;SIGNOR,19657335;20395365;20712774;23576758;29606353,PMID
SOX6,HBG1,-1.0,ExTRI;NTNU.Curated;SIGNOR,20395365,PMID
JUN,PI3,1.0,ExTRI,20411591,default activation
TP63,FLT1,1.0,ExTRI,20422012,default activation
NFATC2,IL1B,1.0,CytReg;ExTRI,20424162;26903200,PMID
PAX3,BCL2,1.0,ExTRI,20435036,default activation
PAX3,EGFR,1.0,ExTRI,20435036,default activation
JUN,PRKCG,1.0,ExTRI,20444941;7841543,default activation
JUN,HMOX1,1.0,ExTRI;GEREDB;NTNU.Curated,18689604;20486760;20833713;24755082;8774698;8872603,PMID
KLF4,CXCL10,-1.0,ExTRI;GEREDB;NTNU.Curated,20519630,PMID
PRDM1,MKI67,1.0,ExTRI;NTNU.Curated;TRRUST,20530581,default activation
ESR1,NELL2,1.0,ExTRI;GEREDB,20538601,PMID
ESR2,NELL2,1.0,ExTRI;GEREDB,20538601,PMID
TP63,DHRS3,1.0,ExTRI,20543567,default activation
PPARG,IL10,1.0,ExTRI;NTNU.Curated;SIGNOR,20553736,PMID
NR4A3,ICAM1,1.0,ExTRI;GEREDB,20558821,PMID
GLI3,HLA-DRB1,1.0,ExTRI,20562908,default activation
IKZF3,MYC,-1.0,ExTRI;NTNU.Curated,20566697,PMID
PPARG,RUNX2,-1.0,ExTRI;GEREDB;NTNU.Curated,12704187;12878983;18715135;20589837,PMID
ZFHX3,ZFHX3,1.0,ExTRI,20599712;21367855,default activation
JUN,TP63,1.0,ExTRI,20607803,default activation
NFIA,HES1,-1.0,ExTRI;Pavlidis2021,20610746,PMID
EZH2,SLIT2,1.0,ExTRI,20622896,default activation
MYC,TFRC,1.0,DoRothEA-A;ExTRI;GEREDB;HTRI;TFactS;TRRUST,12695333;14519204;16466700;20631077;3302722,PMID
YBX3,HBG2,-1.0,ExTRI;HTRI;NTNU.Curated,20636440,PMID
JUN,PRKN,-1.0,ExTRI;NTNU.Curated,20638938;21113145,PMID
ESR2,BCL2,1.0,ExTRI;GEREDB,18223478;19211725;20664923,default activation
KLF1,BCL11A,1.0,ExTRI;GEREDB,20676097;20676099,PMID
ID1,CDK6,1.0,ExTRI,20682794,default activation
MITF,CDK6,1.0,ExTRI,20682794,default activation
MYC,CDK6,1.0,ExTRI;SIGNOR;TRRUST,12835716;20682794;22395148,PMID
RORA,ROR1,1.0,ExTRI,20686606,default activation
RORA,IL6,1.0,ExTRI,20686606,default activation
JUN,CCN2,-1.0,ExTRI;TRRUST,20697347;20711235,PMID
ESR1,ZFHX3,1.0,DoRothEA-A;ExTRI;TRRUST,18414489;21367855,PMID
ZFHX3,ESR1,1.0,ExTRI,20720010,default activation
KLF4,CDH5,1.0,ExTRI;NTNU.Curated;TRRUST,20724706,PMID
GATA2,EGFL7,1.0,ExTRI;GEREDB;NTNU.Curated,20808444,regulon
TGFB1I1,MYC,1.0,ExTRI,20818421,default activation
FOXP2,PLAUR,1.0,DoRothEA-A;ExTRI;HTRI;TRRUST,20858596;21711233,PMID
MYC,PLPP3,1.0,ExTRI,20876797,default activation
BATF,SNCA,1.0,ExTRI,20890291,default activation
PRDM1,TNF,1.0,ExTRI,20944005,default activation
KLF4,PTGS2,1.0,ExTRI;GEREDB;NTNU.Curated,20946687,PMID
PAX3,NRP1,1.0,ExTRI,20950431,default activation
TP63,KLF4,-1.0,DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST,20972454,PMID
NR2F2,FLT1,-1.0,ExTRI;GEREDB,20978203,PMID
SPIB,FCER2,1.0,ExTRI;GEREDB,21057087,PMID
IRF4,RUNX3,-1.0,ExTRI;NTNU.Curated,21061442,PMID
MITF,KCNMA1,1.0,ExTRI;TRRUST,21072171,default activation
IRF4,APOBEC3G,1.0,ExTRI;NTNU.Curated,21078663,PMID
NFATC2,APOBEC3G,1.0,ExTRI;NTNU.Curated,21078663,PMID
NR4A3,HGF,1.0,ExTRI,21094130,default activation
PPARG,CCL20,-1.0,ExTRI;NTNU.Curated,21109018,PMID
ESR2,CCNB1,1.0,ExTRI;NTNU.Curated,21120602,default activation
RUNX3,TIMP1,1.0,ExTRI;NTNU.Curated;TRRUST,21128246,PMID
GATA2,PRKN,1.0,ExTRI,21145502,regulon
JUN,SLC29A1,-1.0,ExTRI;NTNU.Curated,21145879,PMID
TP63,PTGS2,1.0,ExTRI;NTNU.Curated,21150337,default activation
ID1,ID3,1.0,ExTRI,21156287;22564737,default activation
PPARG,CDH2,-1.0,ExTRI;NTNU.Curated,21159608,PMID
SNAI2,CXCL12,1.0,CytReg;ExTRI;NTNU.Curated;SIGNOR;TRRUST,21182836;22074556,PMID
NFIX,SPARCL1,1.0,ExTRI,21189253,default activation
ID2,IGFBP3,1.0,ExTRI,21194482,default activation
ID4,IGFBP3,1.0,ExTRI,21194482,default activation
KLF4,ATF3,1.0,ExTRI;NTNU.Curated;TRRUST,21205742,PMID
IRF8,CIITA,1.0,ExTRI,21216962,default activation
MYC,TP53INP1,-1.0,ExTRI;NTNU.Curated,21219856,PMID
KLF1,HBA2,1.0,ExTRI,21220744,default activation
MAF,CCR4,1.0,ExTRI,21244576,default activation
GLI3,GLI3,1.0,ExTRI,21262763;23042389,default activation
SOX6,SOCS3,1.0,ExTRI;NTNU.Curated,21263153,default activation
ESR2,CXCL8,1.0,ExTRI;NTNU.Curated,21266854,PMID
MYC,DPP4,-1.0,ExTRI;NTNU.Curated,21284881,PMID
FOXQ1,ITK,1.0,ExTRI,21285253,default activation
IRF4,IL17A,1.0,CytReg;ExTRI;GEREDB,19062315;20697158;21305677;22983707,PMID
TP63,DELEC1,1.0,ExTRI;TRRUST,21317427,default activation
GATA3,TOX,1.0,ExTRI,21341258,default activation
ATF3,TREM1,1.0,ExTRI;NTNU.Curated,21421043,default activation
PAX3,CCN3,1.0,ExTRI,21423212,default activation
ATF3,ID1,-1.0,ExTRI;TRRUST,20565867;21467165,PMID
TP63,ID2,-1.0,ExTRI;TRRUST,21478550,PMID
IRF8,CTLA4,1.0,ExTRI,21487040,default activation
RORA,PLCB4,1.0,ExTRI,21494683,default activation
PBX1,ALDH1A2,1.0,ExTRI,21497760,regulon
JUN,NT5E,1.0,ExTRI;NTNU.Curated,21508335,PMID
EOMES,IL2RB,1.0,ExTRI,21511183,default activation
TBX21,IL2RB,1.0,ExTRI,21511183,default activation
TBX21,SOCS3,1.0,ExTRI,21518797,default activation
RUNX3,IL1B,1.0,ExTRI;NTNU.Curated,21523770,PMID
TP63,BCL2,1.0,ExTRI,21527555,default activation
KLF4,IFITM3,-1.0,ExTRI;NTNU.Curated;TRRUST,21531817,PMID
ESR1,TLE1,1.0,ExTRI,21536917,default activation
EZH2,FBXO32,-1.0,ExTRI;NTNU.Curated;TRRUST,21546904;24213577,PMID
HMGA2,KLF5,1.0,ExTRI,21566082,default activation
PPARG,RARRES2,1.0,ExTRI;GEREDB;NTNU.Curated,19929432;21572083,PMID
PPARG,DLK1,1.0,ExTRI;NTNU.Curated,21585338,PMID
EOMES,IL17A,1.0,CytReg;ExTRI,21600798,PMID
JUN,HAVCR2,1.0,ExTRI,21621846,default activation
ESR1,CCN2,1.0,ExTRI,21629692,default activation
RUNX3,JAG1,-1.0,ExTRI;NTNU.Curated;TRRUST,21637926,PMID
GATA2,EMCN,1.0,ExTRI;NTNU.Curated,21666600,PMID
KLF4,IL17A,1.0,CytReg;ExTRI;NTNU.Curated,21076063;21685331,PMID
GATA2,SNCA,1.0,ExTRI;GEREDB;NTNU.Curated,18669654;19864173;21699982,regulon
JUN,RHOC,1.0,ExTRI,21732343,default activation
MYC,IL7R,1.0,ExTRI,21737748,default activation
ESR1,LCN2,1.0,ExTRI,21741997,default activation
NFATC2,LARGE1,1.0,ExTRI,21799768,default activation
KLF5,GRHL3,1.0,ExTRI;NTNU.Curated,21803035,default activation
IRF4,IFNG,1.0,CytReg;ExTRI,20674401;21816905,PMID
RORA,SPARC,1.0,ExTRI,21818335,default activation
MYC,IRF4,1.0,ExTRI,21818355,default activation
SATB2,SATB2,1.0,ExTRI,21828043,regulon
EZH2,BCL2,1.0,ExTRI,21841772,default activation
IRF8,C1QB,1.0,ExTRI,21862594,default activation
BATF,CD8A,1.0,ExTRI,21873234,default activation
BCL11B,IL10,1.0,CytReg;ExTRI,21875956,PMID
JUN,CCN3,1.0,ExTRI,21898398,default activation
XBP1,RUNX2,1.0,ExTRI;NTNU.Curated,21907184,default activation
EPAS1,CXCL8,1.0,CytReg;ExTRI,21925595,PMID
MYC,CXCL8,1.0,CytReg;ExTRI,21925595;23722468,PMID
ATF3,HLA-DRB1,1.0,ExTRI,21927023,default activation
TP63,TNF,1.0,ExTRI,21933882;23071313,default activation
NFIX,CHI3L1,1.0,ExTRI;TRRUST,21953450,PMID
MEF2C,MEF2C,1.0,ExTRI;NTNU.Curated,21954104,default activation
TP63,CSF2,1.0,ExTRI,2196176;2854202,default activation
TBX21,TNF,1.0,ExTRI,21983879;24006458,default activation
RUNX2,CCN2,-1.0,ExTRI;NTNU.Curated,21986102,PMID
MITF,DCSTAMP,1.0,ExTRI;NTNU.Curated,21990371;23980096,PMID
TGFB1I1,ID1,1.0,ExTRI,21996749,default activation
ID1,TGFB1I1,1.0,ExTRI,21996749,default activation
MYBL1,LDHC,1.0,ExTRI,21998171,default activation
PPARG,SLC2A1,1.0,ExTRI;NTNU.Curated,22028710,PMID
RUNX2,CSF2,1.0,ExTRI;NTNU.Curated,22032690,regulon
NR3C2,CCN2,1.0,ExTRI,22042038,default activation
PRDM1,ID3,1.0,ExTRI,22057288,default activation
JUN,HLA-DRB1,1.0,ExTRI,22065586,default activation
ESR1,BIRC3,1.0,ExTRI,22083956,default activation
PRDM5,PRDM5,1.0,ExTRI,22087297;24395656,default activation
ESR1,ITK,1.0,ExTRI,22101269,default activation
ESR1,PBX1,1.0,DoRothEA-A;HTRI,18414489;19376833,default activation
PBX1,ESR1,1.0,ExTRI,22125492,regulon
PPARG,F3,-1.0,ExTRI;NTNU.Curated,22140576,PMID
EZH2,ALDH1A1,-1.0,ExTRI;SIGNOR;TRRUST,22144423,PMID
RORB,RORB,1.0,ExTRI,22189870,default activation
KLF4,SNAI2,-1.0,ExTRI;NTNU.Curated,22203039;22937066,PMID
SNAI2,KLF4,-1.0,ExTRI;NTNU.Curated,22203039,PMID
JUN,HMMR,1.0,ExTRI;NTNU.Curated,22203674,PMID
PPARG,MMP9,-1.0,ExTRI;NTNU.Curated;TRRUST,20021931;22207709;22472882;9665460,PMID
ID3,IL2RB,1.0,ExTRI,22210872,default activation
JUN,SLC4A4,1.0,ExTRI;NTNU.Curated,22243239,default activation
RUNX3,NCR1,1.0,ExTRI;NTNU.Curated,22253448,default activation
IRF8,FAP,1.0,ExTRI,22262849,default activation
ESR2,EGFR,-1.0,ExTRI;GEREDB;NTNU.Curated,17159139;22266872,PMID
ESR1,PRSS23,1.0,ExTRI;NTNU.Curated,22291950,PMID
SOX18,MMP7,1.0,ExTRI;NTNU.Curated,22292085,regulon
MYC,CXCL13,1.0,ExTRI,22330139,default activation
NFATC2,MYC,1.0,ExTRI;NTNU.Curated,22333584;23858296,PMID
JUN,SERPINB2,1.0,ExTRI;NTNU.Curated,22334683;9037208,PMID
ESR2,NRG1,1.0,ExTRI,22349818,default activation
EBF3,ACKR3,1.0,ExTRI,22355284,default activation
EBF3,IGF1,1.0,ExTRI,22355284,default activation
EBF3,PLPP1,1.0,ExTRI,22355284,default activation
EBF3,SLIT2,1.0,ExTRI,22355284,default activation
NR5A2,GREB1,1.0,ExTRI;NTNU.Curated,22359603,PMID
ESR1,TEX11,1.0,ExTRI,22383461,default activation
ESR2,TEX11,1.0,ExTRI,22383461,default activation
ZNF804A,PDE4B,1.0,ExTRI,22384243,default activation
EOMES,INHBA,1.0,ExTRI,22402664;23584530,default activation
JUN,IL32,1.0,CytReg;ExTRI,18239058;22413812,PMID
EZH2,IGF1,1.0,ExTRI,22426358,default activation
TBX21,IL10,-1.0,ExTRI;SIGNOR;TRRUST,20154735;21507199;22427644,PMID
JUN,PRDM1,1.0,ExTRI;NTNU.Curated,12165517;19237549;22438909,default activation
KLF4,IL1B,1.0,CytReg;ExTRI;NTNU.Curated;TRRUST,22449968,default activation
ATF3,APOB,1.0,ExTRI,22466652,default activation
ATF3,CH25H,1.0,ExTRI,22473958,default activation
MECOM,PPARG,1.0,ExTRI;NTNU.Curated,22473998,default activation
RUNX2,NR2F2,-1.0,ExTRI;NTNU.Curated,22493443,PMID
TP63,HGF,1.0,ExTRI,22521434,default activation
NFATC2,CXCL8,1.0,ExTRI,22531917,default activation
TCF4,CCN1,1.0,ExTRI,22540002,default activation
MYC,PLAU,1.0,ExTRI;GEREDB,17382917;20123981;22550094,default activation
DLX5,PPARG,-1.0,ExTRI;NTNU.Curated,22553076,PMID
RORA,CD79A,1.0,ExTRI,22561605,default activation
TBX21,CD79A,1.0,ExTRI,22561605,default activation
EZH2,CAMK4,1.0,ExTRI,22563434,default activation
EZH2,HLA-DRA,1.0,ExTRI,22563434,default activation
MYC,ID3,1.0,DoRothEA-A;ExTRI;HTRI,12695333;22564737,default activation
STAT4,PRKCQ,1.0,ExTRI,22586032,default activation
KLF5,TCL1A,1.0,ExTRI,22608532,default activation
PAX3,MAOA,1.0,ExTRI,22628545,default activation
EBF1,PRDM1,-1.0,ExTRI;NTNU.Curated,22634309,PMID
NR2F2,EYA1,1.0,ExTRI,22669823,default activation
RUNX2,TNFAIP6,-1.0,ExTRI;NTNU.Curated,22713854,PMID
NR2F2,EFNB2,1.0,ExTRI,22734039;23744056,default activation
PBX1,DCC,1.0,ExTRI,22748019,regulon
MAFB,PAPSS2,1.0,ExTRI,22753472,default activation
ESR1,GZMB,1.0,ExTRI,22753943,default activation
MAFB,C1QA,1.0,ExTRI;NTNU.Curated,22784578,default activation
TWIST2,MMP9,1.0,ExTRI,22791812;23557174,default activation
GATA2,ANGPT2,1.0,ExTRI;NTNU.Curated;TRRUST,22792348,regulon
PAX5,RUNX2,1.0,ExTRI;NTNU.Curated,22807088,default activation
MAFB,PRDM1,1.0,ExTRI;NTNU.Curated,22820162,default activation
MAFB,SPOCK1,1.0,ExTRI,22820162,default activation
PRDM1,SPOCK1,1.0,ExTRI,22820162,default activation
ID1,RUNX2,1.0,ExTRI;NTNU.Curated,22821892,default activation
SATB2,HBG1,1.0,ExTRI;GOA,22825848,PMID
SNAI2,CDH2,-1.0,ExTRI;NTNU.Curated;TRRUST,21796367;22833386;23160379,regulon
GATA2,IL1RL1,1.0,ExTRI;NTNU.Curated;TRRUST,22865859,PMID
ID2,LGALS1,1.0,ExTRI,22899583,default activation
ATF3,HSPA5,1.0,ExTRI,22905241,default activation
GATA3,CTLA4,1.0,ExTRI,22951729,default activation
SPIB,BLNK,1.0,ExTRI;NTNU.Curated,22956576,default activation
MAFB,MMP13,1.0,ExTRI;NTNU.Curated,22961837,default activation
