source,target,weight,resources,references,sign_decision
RUNX2,IBSP,1.0,DoRothEA-A;ExTRI;GEREDB;HTRI;NTNU.Curated;Pavlidis2021;TRRUST,10027904;11283267;12750290;14667142;16000302;17352650;17956871;18459139;19324883;20947160;22492284;23485603,PMID
JUN,PRKCA,1.0,ExTRI,12794082,default activation
PAX5,IL7,1.0,ExTRI,12811842,default activation
HES1,EFNB2,1.0,ExTRI,12814948,default activation
DLX5,RUNX2,1.0,ExTRI;NTNU.Curated;Pavlidis2021;SIGNOR;TFactS,12815054;15383550;16115867;17060321;17335796;21187071;22298955;24355298;24692107,PMID
ATF3,HSPB1,1.0,ExTRI;NTNU.Curated,12832543,PMID
JUN,HSPB1,1.0,ExTRI;GEREDB;NTNU.Curated,12832543;20566634,PMID
MYC,JUN,1.0,DoRothEA-A;ExTRI;HTRI,12695333;12853611;1441738,default activation
JUN,MYC,1.0,ExTRI;NTNU.Curated;TRRUST,14523011;1774959;18037408;20410304;21607323;21835891;2498162;8276360,PMID
MYC,CSF2,1.0,ExTRI,12855588,default activation
ESR1,EGFR,1.0,ExTRI;NTNU.Curated;TRRUST,12421825;12894229;21705183;8200909,PMID
JUN,CXCL2,1.0,CytReg;ExTRI;GEREDB;NTNU.Curated,12914794;14597166;15666090;19299558,PMID
PPARG,FLT1,-1.0,ExTRI;GEREDB;NTNU.Curated,12921977;17320065,PMID
JUN,FLT1,1.0,ExTRI,12921977,default activation
PPARG,SGK1,1.0,ExTRI;NTNU.Curated,12923071,PMID
HES1,CFD,1.0,ExTRI,12949072,default activation
XBP1,IL10,1.0,ExTRI,12953803,default activation
JUN,PLAT,1.0,ExTRI;NTNU.Curated;TRRUST,12960165;1331936;16515541;18982462;1903195;1963081;3135941;8647095;9851700,PMID
JUN,LARGE1,1.0,ExTRI,1320796;22899583,default activation
THRB,THRB,1.0,ExTRI;NTNU.Curated,1339272;16236718,default activation
JUN,CSF1,1.0,CytReg;ExTRI;TRRUST,1448070;24994901;7642615;8981358,default activation
RUNX2,SPP1,1.0,ExTRI;GEREDB;NTNU.Curated;SIGNOR;TFactS,11331591;14506237;16195230;16670084;18410224;19259985;19649655;19903460;19915614;20713445;21455926;23644099;9794229,PMID
ATF3,IGF2,1.0,ExTRI,14508521,default activation
JUN,IGF2,1.0,ExTRI;TFactS,14508521,PMID
MEF2C,TNF,1.0,ExTRI,14515274,default activation
PPARG,MAF,-1.0,ExTRI;GEREDB;NTNU.Curated,14521912,PMID
GLI3,BCL2,1.0,ExTRI;GEREDB,14555646,default activation
KLF5,PDGFA,1.0,ExTRI;NTNU.Curated,14573617;15098654;15668237;16102021;16224062;21953463,PMID
PPARG,IL4,1.0,CytReg;ExTRI;GEREDB;NTNU.Curated,14573767;19217272,default activation
STAT4,IRF4,1.0,ExTRI,14581002;16272311,default activation
LEF1,ELANE,1.0,ExTRI;GEREDB;NTNU.Curated;SIGNOR;TRRUST,14594802;17360796;19620402,PMID
JUN,BCL2,1.0,ExTRI;GEREDB;NTNU.Curated,14623928;17262823;19335069,default activation
KLF4,CCNB1,-1.0,ExTRI;GEREDB;NTNU.Curated;TRRUST,14627709,PMID
ESR2,TGFA,1.0,ExTRI;SIGNOR;TRRUST,11517191;14630090;22488924,PMID
SOX18,VCAM1,1.0,ExTRI;NTNU.Curated,14634005,regulon
PPARG,CD40,-1.0,ExTRI;GEREDB;NTNU.Curated,14634082;17183189,PMID
IRF8,BCL2,-1.0,ExTRI;GEREDB,14656881,PMID
PPARG,MPO,1.0,ExTRI;NTNU.Curated,14668325,default activation
KLF4,HDC,-1.0,ExTRI;NTNU.Curated;TRRUST,14670968;17827213,PMID
PPARG,PLIN2,1.0,ExTRI;GEREDB;NTNU.Curated;TRRUST,11420178;14671211;15764152;15827101;16403437;17322100;19383873;19571381;20030713;20950277,PMID
PAX3,KDR,1.0,ExTRI,14684628;16574784;16678129;18006642,default activation
ESR1,JUN,1.0,ExTRI;TRRUST,10037443;11477071;16679312;17963131,PMID
JUN,ESR1,1.0,ExTRI,14684847;15514030;19351845;21191649;21860415,default activation
ID1,EGFR,1.0,ExTRI,14688027;15599381;16525633,default activation
MYC,IL6,1.0,ExTRI;TRRUST,14689584;19259613;9671466,default activation
ESR1,HBB,1.0,ExTRI,14695898;18252963,default activation
MYC,ESR1,1.0,ExTRI,15073177;19095746;23145106,default activation
ESR1,MYC,1.0,DoRothEA-A;ExTRI;HTRI;NTNU.Curated;Pavlidis2021;SIGNOR;TRRUST,11517191;14722073;15073177;18193094;18414489;19569049;21505052;21835891;22396492;22892083;8707895,PMID
MYC,HSP90AA1,1.0,ExTRI;GEREDB;TFactS,11085504;14724288;20170530,PMID
MAF,HMOX1,1.0,ExTRI;NTNU.Curated,14747657,default activation
JUN,IGFBP4,1.0,ExTRI;NTNU.Curated,14767471,PMID
JUN,SPP1,1.0,ExTRI;NTNU.Curated;TFactS,14990565;15557322;15790955;16491116;17360982;19880446;20339243;21467818,PMID
LEF1,SPP1,1.0,ExTRI;GEREDB;NTNU.Curated,14990565;19901966,PMID
JUN,CP,1.0,ExTRI;NTNU.Curated,14996741,PMID
NR2F1,RHD,1.0,ExTRI,15004428,default activation
PAX5,IGHM,1.0,ExTRI,15007090,default activation
KLF4,PLAUR,1.0,ExTRI;NTNU.Curated,15031282,PMID
EPAS1,SERPINE1,1.0,DoRothEA-A;ExTRI;GEREDB;HTRI;TRRUST,15039136;16778202;17570486;17804822;20039838;20061373,PMID
ESR1,BMP6,1.0,ExTRI,15040833;16232348;17574840,default activation
ESR2,BMP6,1.0,ExTRI,15040833,default activation
RUNX2,TIMP1,1.0,ExTRI;NTNU.Curated,15051730,PMID
PPARG,BCL2,1.0,DoRothEA-A;ExTRI;GEREDB;HTRI;NTNU.Curated;TRRUST,14960510;15067355;15094967;15878253;19956851,default activation
MYC,PRKN,1.0,ExTRI,15078880;20638938;23277542,default activation
PPARG,KDR,1.0,ExTRI;NTNU.Curated,15111490,default activation
PBX1,RHD,1.0,ExTRI,15138251,regulon
PRDM1,CD40,1.0,ExTRI,15152264,default activation
NR2F2,GHR,1.0,ExTRI,15171724;15771728,default activation
ESR1,ESR1,1.0,ExTRI;NTNU.Curated;TRRUST,15171726;16288053;16326419;16464951;16497810;16507095;16636675;16679312;16690106;16809346;17083744;17130524;17172825;17369819;17478088;17511620;17575143;17609434;17875680;17932104;17951260;18000219;18383888;18450422;18451179;18457947;18593897;18703630;18708366;18784357;19001520;19207817;19263197;19287951;19351845;19458056;19584281;19763504;19933843;19946334;20080637;20101232;20103625;20130088;20180843;20185823;20215511;20300195;20388878;20460377;20926584;20946668;21118977;21191649;21256200;21267694;21282336;21458421;21655924;21690342;21763263;21901488;21946067;22056872;22125492;22174013;22227247;22359603;22457607;22521644;22558281;22622808;22662208;22808167;22870269;22962310;22976807;23042805;23145106;23183181;23242655;23285017;23322423;23379261;23493398;23592396;23626833;23725356;23744764;23814048;24049078;24277692;24284820;24495356;24639548;2720778;3754034;7639112;7669725;7708056;7891714;8168078;8240974;8300756;8391813;8732679;8776731;8885246;9113991;9393950;9513045;9658402;9731704;9738013;9772278;9815978;9914163;9914518,PMID
ESR1,FLT1,-1.0,ExTRI;NTNU.Curated;TRRUST,15173272;17242190;20080630;20422012,PMID
PPARG,IFNG,1.0,CytReg;ExTRI;NTNU.Curated,15187132;19160541,PMID
PPARG,ANGPTL4,1.0,ExTRI;GEREDB;NTNU.Curated;TRRUST,14570927;15190076;19934321;23518684,PMID
RUNX2,PTTG1,1.0,ExTRI;NTNU.Curated,15190888,PMID
EPAS1,FLT1,1.0,ExTRI;GEREDB;TRRUST,15192019;18625704;19616846,PMID
EPAS1,TEK,1.0,ExTRI;GEREDB,10495286;15192019;15851592,PMID
MYC,ADM,1.0,ExTRI;GEREDB,15192039;9973255,default activation
JUN,F3,1.0,ExTRI;NTNU.Curated;TRRUST,11057875;14603525;15201277;15636197;20671239;23038262;7615158;8647847;9081693;9585253,PMID
ESR1,CXCL8,-1.0,CytReg;ExTRI;GEREDB,14991571;15208657;16029657;17932106;18669446;19440537,PMID
EZH2,EZH2,1.0,ExTRI,15208672;18421308;19289832;20478051;21216957;21439249;21941025;23360797;24553933;24737471,default activation
ESR2,SERPINE1,-1.0,ExTRI;TRRUST,15217907,PMID
ESR1,SERPINE1,1.0,ExTRI;TRRUST,15217907,PMID
HMGA2,IGF2BP2,1.0,ExTRI;TRRUST,15225648;17426251;22513850,default activation
MYC,PDGFRB,-1.0,ExTRI;NTNU.Curated,15226411;18697203,PMID
RFX2,RFX2,1.0,ExTRI,15229132,default activation
XBP1,HSP90B1,1.0,ExTRI,15270080;17612505,default activation
ESR1,TIMP4,1.0,ExTRI;GEREDB;NTNU.Curated,15273280,PMID
JUN,MAOA,1.0,ExTRI,15279563,default activation
MEF2C,CTNNA3,1.0,ExTRI;SIGNOR,15302915;21598020,PMID
RORA,RORA,1.0,ExTRI,15305379;19887649;22024429;22485150;23063684;23697635;24119295,default activation
NRG1,NRG1,1.0,ExTRI,15314176;15814841,default activation
NFATC2,CD40,1.0,ExTRI,15314684;8530342,default activation
PAX3,RETN,1.0,ExTRI,15338456,default activation
PPARG,APOE,1.0,ExTRI;GEREDB;GOA;NTNU.Curated,15339912;18382765;20419060,PMID
MYC,PRKCG,1.0,ExTRI,15345217;23550155;9489489,default activation
MYC,PRKCQ,1.0,ExTRI,15345217,default activation
ESR1,CRHBP,1.0,ExTRI;GOA;TRRUST,15345745,PMID
ESR2,CRHBP,-1.0,ExTRI;GOA,15345745,PMID
NFATC2,CX3CR1,1.0,ExTRI;TFactS,15347678,default activation
XBP1,LARGE1,1.0,ExTRI,15351732,default activation
MYC,IGF2,-1.0,ExTRI;GEREDB,15355996;16707459,PMID
DLX5,DLX5,1.0,ExTRI,15383550;19497851;9819228,default activation
JUN,KITLG,1.0,CytReg;ExTRI,15464728;17145782;7521696,PMID
JUN,TPSB2,1.0,ExTRI,15464728,default activation
JUN,STMN1,1.0,ExTRI;TRRUST,15474303;17182846,PMID
MAF,CD2,1.0,ExTRI,15495158,default activation
RFX2,ALAS2,1.0,ExTRI,15526285,default activation
KLF4,ITGAD,-1.0,ExTRI;NTNU.Curated,15561714,PMID
KLF4,ENG,-1.0,ExTRI;NTNU.Curated,15570219,PMID
JUN,HBZ,1.0,ExTRI,15592508;24336657,default activation
TP63,ABCB1,1.0,ExTRI,15634666,default activation
ATF3,GDF15,1.0,DoRothEA-A;ExTRI;NTNU.Curated;SIGNOR;TRRUST,15670751;16286461;20110283;23178451,PMID
PAX3,CNR1,1.0,ExTRI,15688035,default activation
PAX3,EPHA4,1.0,ExTRI;NTNU.Curated,15688035,default activation
JUN,IL10,1.0,CytReg;ExTRI,15699140;25567680;28100679,PMID
GATA3,KLRC1,1.0,ExTRI;HTRI;NTNU.Curated,15699146,default activation
MEF2C,KDR,1.0,ExTRI,15705964,default activation
TP63,IGFBP3,1.0,ExTRI,15713654;15781645,default activation
FOXQ1,IBSP,1.0,ExTRI,15722554,default activation
KLF5,IBSP,1.0,ExTRI,15722554,default activation
LEF1,LEF1,1.0,ExTRI;NTNU.Curated,15728254;24394665,PMID
GATA3,IL1RL1,1.0,ExTRI,15733533,default activation
NFATC2,NFATC2,1.0,ExTRI;TFactS,15743762;17463169;21452283;21964595,default activation
NR4A3,NR4A3,1.0,ExTRI,15746358;16901967;17596136;20558821;24022864,default activation
MAF,IL10,1.0,CytReg;ExTRI;GEREDB;Pavlidis2021,15749884;19090621;19414776;19564345;20676092;20676095;28166218,PMID
RUNX3,ABCB1,-1.0,ExTRI;NTNU.Curated,15756676,PMID
RUNX3,BCL2,-1.0,ExTRI;NTNU.Curated,15756676,PMID
RUNX3,KIR3DL1,-1.0,ExTRI;NTNU.Curated,15778373,PMID
TBX21,TBX21,1.0,ExTRI,15806396;15991363;16301649;19923223,default activation
TBX20,MEF2C,1.0,ExTRI;NTNU.Curated,15843409,PMID
PAX3,CD3E,1.0,ExTRI,15879122,default activation
MECOM,GATA2,1.0,ExTRI;NTNU.Curated;SIGNOR,15889140,PMID
ESR1,DLC1,1.0,ExTRI,15891768,default activation
NFATC2,ENPP2,1.0,ExTRI;NTNU.Curated;TRRUST,15897878;22986745,PMID
PPARG,FN1,-1.0,ExTRI;GEREDB;NTNU.Curated,12055599;14693716;15908479;16321227;18278065;19466435,PMID
PAX3,LTB,1.0,ExTRI,15910501,default activation
MEF2C,FSD1,1.0,ExTRI,15951802,default activation
MITF,SERPINE1,1.0,ExTRI;GEREDB;NTNU.Curated;TFactS,15961275;19067971,PMID
MITF,INHBA,1.0,ExTRI,15961275,default activation
JUN,CD9,1.0,ExTRI,16000878,default activation
KLF5,DCN,1.0,ExTRI,16006653,default activation
ZFPM2,DCN,1.0,ExTRI,16006653,default activation
EZH2,IL6,1.0,ExTRI,16007202;19687301,default activation
ESR1,CYP1B1,1.0,DoRothEA-A;ExTRI;TRRUST,15126349;16010691;17511620;18414489;22761658,default activation
RUNX3,CCR7,-1.0,ExTRI;GEREDB;NTNU.Curated,16027362,PMID
MAFB,NUAK1,1.0,ExTRI,16044163,default activation
KLF5,PPARG,1.0,ExTRI;NTNU.Curated;SIGNOR,16054042,PMID
ESR1,SOCS3,1.0,DoRothEA-A;ExTRI;NTNU.Curated,16055089;18414489,PMID
ESR1,PRKN,1.0,ExTRI,16055742,default activation
JUN,IBSP,-1.0,ExTRI;GEREDB;NTNU.Curated;TFactS;TRRUST,16087680;23485603;8837013;9084640,PMID
NR5A2,ESR1,1.0,ExTRI,20607599;22359603;24049078,default activation
ESR1,NR5A2,1.0,DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST,16091743;19376833;23911789,PMID
ID2,COL1A2,-1.0,ExTRI;TFactS,16126788,PMID
ID3,COL1A2,-1.0,ExTRI;TFactS,16126788,PMID
JUN,GCH1,1.0,ExTRI;GEREDB;SIGNOR,16149046,default activation
GATA2,HBA2,1.0,ExTRI;NTNU.Curated,16151640,regulon
RUNX2,MMP9,1.0,ExTRI;GEREDB;NTNU.Curated,16166639;19915614,PMID
KLF4,SERPINE1,-1.0,ExTRI;GEREDB;NTNU.Curated,16169848,PMID
ESR1,LTBP1,1.0,ExTRI,16171970,default activation
LEF1,SNAI2,1.0,ExTRI;GEREDB;NTNU.Curated;TRRUST,16179074;20128911,PMID
JUN,HES1,-1.0,NTNU.Curated,11893774,PMID
HES1,JUN,1.0,ExTRI,16187211,default activation
SOX4,SOX4,1.0,ExTRI;NTNU.Curated,16204320,PMID
SOX4,MECOM,1.0,ExTRI;GEREDB;NTNU.Curated,16204320,PMID
PBX1,ABCB1,1.0,ExTRI,16206189,regulon
NFATC2,IFNG,1.0,CytReg;ExTRI;IntAct;TRRUST,10894164;11520798;12836278;12842891;15684054;16237086;18217957;18962896;21624129;22123848;22427656;22844476;23616576,PMID
IRF4,IRF4,1.0,ExTRI,16243976;16272311;16396836;21818355;25078688,default activation
TP63,CDKN1C,-1.0,ExTRI;NTNU.Curated,16258268;19089994,PMID
ID1,INHBA,1.0,ExTRI,16288215,default activation
ID2,INHBA,1.0,ExTRI,16288215,default activation
ID3,INHBA,1.0,ExTRI,16288215,default activation
LEF1,CTLA4,1.0,ExTRI;NTNU.Curated;TRRUST,16297665,PMID
STAT4,STAT4,1.0,ExTRI,16301617;18662589;19710469;22569826;23772023,default activation
MYC,CLIC4,1.0,ExTRI;GEREDB,16316993;17443730,default activation
MYC,BCL2,1.0,DoRothEA-A;ExTRI;HTRI;TFactS;TRRUST,12695333;16316993;17404573;18809243;19201832;19649202;24167291;8036017,PMID
TP63,TP63,1.0,ExTRI,16331262;16410722;16516862;16581802;17036050;17637751;18198175;18615589;19390658;19858204;20052674;20442293;20607803;21303954;21436470;21527555;23019126;23271742;23284286;24145187;24154873,default activation
MAF,CCN2,1.0,ExTRI;NTNU.Curated,16343439,PMID
JUN,COL24A1,1.0,ExTRI,16373341,default activation
MYC,LARGE1,1.0,ExTRI,1637556;16391002;23300383,default activation
ID3,ID3,1.0,ExTRI,16394085;18372118,default activation
ID3,THBS1,1.0,ExTRI,16394085,default activation
NR2F2,APOB,1.0,DoRothEA-A;ExTRI,1639815;9580705,default activation
ESR2,RHD,1.0,ExTRI,16439454,default activation
MITF,HGF,1.0,ExTRI,16455654,default activation
MYC,CXCL12,1.0,ExTRI,16469439,default activation
RUNX2,PTGS2,1.0,ExTRI;NTNU.Curated;TFactS,16476583;22713854,regulon
MYC,GCLC,1.0,ExTRI,16483932,default activation
ESR1,HSP90AA1,1.0,ExTRI,16483936,default activation
JUN,HSP90AA1,1.0,ExTRI,16483936,default activation
SNAI2,SNAI2,1.0,ExTRI;NTNU.Curated,16510505,PMID
ESR1,HSP90B1,1.0,ExTRI,16511840;23038705,default activation
ESR1,SNCA,1.0,ExTRI,16511840,default activation
TBX21,GATA3,1.0,ExTRI;NTNU.Curated;TRRUST,16520391;17075044,default activation
JUN,AVP,1.0,ExTRI,16543367,default activation
ESR1,GCLC,1.0,ExTRI,16549430;23133636,default activation
ESR2,GCLC,1.0,ExTRI,16549430,default activation
NFIA,HSPA5,1.0,ExTRI,1656235,default activation
ESR1,KDR,1.0,DoRothEA-A;ExTRI;HTRI;TRRUST,16574784;18006642,PMID
RUNX2,LEF1,1.0,ExTRI;NTNU.Curated;Pavlidis2021,19650108;20890621,PMID
LEF1,RUNX2,1.0,ExTRI;NTNU.Curated;TFactS,16043491;16575901,PMID
MYC,IL4,1.0,ExTRI,16585579,default activation
MYC,FLT1,1.0,ExTRI,16601206,default activation
HES1,TLE1,1.0,ExTRI,16608701;19250647,default activation
PAX5,FLT3,1.0,ExTRI,16618805,default activation
TP63,HES1,1.0,ExTRI,16618808,default activation
PRDM1,SDC1,1.0,ExTRI;GEREDB,16623766;9687529,default activation
XBP1,SDC1,1.0,ExTRI,16623766,default activation
MEIS1,FLT3,1.0,ExTRI;NTNU.Curated;Pavlidis2021,16648484,PMID
ESR2,GCH1,1.0,ExTRI,16650618,default activation
ID2,CDKN1C,-1.0,ExTRI;NTNU.Curated,16705184,PMID
KLF1,AHSP,1.0,ExTRI,16705186;17069580,default activation
IRF8,CCL5,1.0,CytReg;ExTRI;GEREDB,16707500,PMID
ESR1,RETN,1.0,ExTRI,16740979,default activation
THRB,SLC26A5,1.0,ExTRI,16803873,default activation
GRHL3,ANGPT1,1.0,ExTRI,16843262,default activation
TGFB1I1,TGFB1I1,1.0,ExTRI,16849583;21984848,default activation
TGFB1I1,FGF7,1.0,ExTRI,16849583,default activation
PBX1,ANGPT2,1.0,ExTRI,16862184,regulon
NFATC2,ICOS,1.0,ExTRI;TFactS,16880206;17986443,default activation
HES1,CDKN1C,-1.0,ExTRI;NTNU.Curated;Pavlidis2021,16899237;19541765;22705236;25005473,PMID
HES1,MAP2,-1.0,ExTRI;Pavlidis2021;TRRUST,16916793;19880519,PMID
ESR1,MMP13,1.0,ExTRI;GEREDB;NTNU.Curated;TRRUST,16919424;18358246;19185056,PMID
BCL11B,CDKN1C,1.0,ExTRI;NTNU.Curated,16950772,default activation
JUN,HBB,1.0,ExTRI,1695257,default activation
ATF3,CCL4,-1.0,CytReg;ExTRI,16982098;24607962,PMID
HES1,DTX1,-1.0,ExTRI;Pavlidis2021;SIGNOR,16990763;20161710;20208568,PMID
MYC,ALB,-1.0,ExTRI;NTNU.Curated,17006931;8076602,PMID
PPARG,ABCA1,1.0,ExTRI;GEREDB;NTNU.Curated,11172721;11742860;11785957;12595494;16530456;17026988;18511057;18758514;18761326;20419060;20951680;22305277;22424975;22429094,PMID
NR6A1,DPEP1,1.0,ExTRI,17030610,default activation
BACH2,PRDM1,-1.0,ExTRI;NTNU.Curated,17046816;18256039,PMID
MYC,NDRG2,-1.0,ExTRI;NTNU.Curated,17050536;18455888,PMID
HES1,BCL2,1.0,ExTRI,17098279,default activation
RUNX2,NFATC2,1.0,ExTRI;GEREDB;NTNU.Curated,17103021,PMID
XBP1,XBP1,1.0,ExTRI,17110785;17884689;21723843;23510626,default activation
LEF1,MYC,1.0,ExTRI;NTNU.Curated;Pavlidis2021;SIGNOR;TRRUST,17132729;18202148;19620402;19653274,PMID
KLF5,EGFR,1.0,ExTRI,17158781,default activation
NR5A2,IL1RN,1.0,ExTRI;NTNU.Curated,17158876,PMID
ESR1,CDKN1C,1.0,ExTRI;NTNU.Curated,17173074,PMID
KLF5,CDK1,1.0,ExTRI;NTNU.Curated,17178721,PMID
JUN,PAK3,1.0,ExTRI;NTNU.Curated,17182846;23818969,PMID
RUNX3,IFNG,1.0,CytReg;ExTRI;NTNU.Curated,17195845;19139168;20574006,PMID
RUNX3,IL4,-1.0,CytReg;ExTRI;GEREDB;NTNU.Curated,17195845;19338776,PMID
TBX21,IL4,1.0,CytReg;ExTRI;NTNU.Curated;SIGNOR;TRRUST,15684054;16473879;17195845;17541280;18504404;18819071;19348920;20193034;21983879;22521571;23232398;23768572,PMID
NR4A3,AK5,1.0,ExTRI,17202344,default activation
PPARG,SLC1A3,1.0,ExTRI;NTNU.Curated,17213861,default activation
RUNX2,PRKN,1.0,ExTRI,17215250,regulon
NFATC2,CD40LG,1.0,DoRothEA-A;ExTRI;HTRI;TFactS,17237447;18719603,default activation
GATA3,CD28,1.0,ExTRI,17277157,default activation
MYC,SPTA1,1.0,ExTRI,17287852,default activation
PRDM1,CAMK4,1.0,ExTRI,17300840,default activation
EOMES,IFNG,1.0,CytReg;ExTRI;TRRUST,17301952;18178806;20056084;22078635;23609452;23768572;24006458;26749212;27324129,PMID
PAX5,VPREB1,1.0,ExTRI;NTNU.Curated,1730258;9079818,default activation
NR3C2,EGFR,1.0,ExTRI;TRRUST,17311890;17692454;23821666,PMID
STAT4,TNF,1.0,ExTRI;GEREDB,14707106;17339437;18802110,PMID
ESR1,RUNX2,1.0,TRRUST,11604227,default activation
RUNX2,ESR1,-1.0,DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TFactS;TRRUST,17350616,PMID
NFATC2,PRKCG,1.0,ExTRI,17398070,default activation
PPARG,HMOX1,1.0,ExTRI;GEREDB;NTNU.Curated;TRRUST,17413033;19734319;19797172;21571064,PMID
JUN,HRK,1.0,ExTRI,17428807;19304750,default activation
MITF,MYL4,1.0,ExTRI;NTNU.Curated,17438132,default activation
NR5A2,PTGDS,1.0,ExTRI,17439953,default activation
JUN,IL7R,1.0,ExTRI;GEREDB;NTNU.Curated,17442952,PMID
ESR1,AREG,1.0,ExTRI;GEREDB;NTNU.Curated,16261397;17486082;23864650,default activation
XBP1,JUN,1.0,ExTRI,17494074,default activation
MAF,CSF2,1.0,ExTRI;GEREDB,17507085,PMID
NR3C2,SPP1,1.0,ExTRI,17546625,default activation
JUN,CXCL12,1.0,CytReg;ExTRI,17550983;21312239;21465475,default activation
JUN,APOE,-1.0,ExTRI;GEREDB,17456467;17553793,PMID
MYC,PDGFA,1.0,ExTRI;GEREDB,1755845,PMID
EPAS1,CDH5,1.0,ExTRI,17563748;23645533,default activation
EOMES,CD8A,1.0,ExTRI,17566017;20060330,default activation
EOMES,PRF1,1.0,ExTRI,17566017;20096607;23409078,default activation
STAT4,TBX21,1.0,ExTRI;TRRUST,17575072;19923468,default activation
TBX21,STAT4,1.0,ExTRI,18993086;19324016,default activation
SNAI2,HPGD,-1.0,ExTRI;NTNU.Curated;SIGNOR;TRRUST,17575121,PMID
PPARG,FST,1.0,ExTRI;NTNU.Curated,17592024;18768463,default activation
JUN,SOCS3,1.0,ExTRI;NTNU.Curated,17609438;18571793,PMID
PPARG,CIITA,-1.0,ExTRI;GEREDB;NTNU.Curated;TRRUST,11861426;17611194;19358337,PMID
XBP1,HSPA5,1.0,ExTRI;GEREDB;GOA;TRRUST,11779464;12713871;14718536;17612505;18528784;19237191;20165829;20170659,PMID
ESR2,MMP13,1.0,ExTRI;GEREDB;NTNU.Curated,17612627,PMID
GATA3,ESR1,1.0,ExTRI;TRRUST,17616709;20068169;20130088,default activation
JUN,ID2,1.0,ExTRI,17630394,default activation
TP63,GATA3,1.0,ExTRI;NTNU.Curated,17632082;19719829,PMID
TP63,GDF15,1.0,ExTRI;NTNU.Curated,17637746,PMID
NFATC2,CIITA,1.0,ExTRI,17645498,default activation
GRHL3,ABCB1,1.0,ExTRI,17662696,default activation
TCF7L2,RUNX2,1.0,ExTRI;NTNU.Curated,17684115,regulon
XBP1,POU2AF1,1.0,ExTRI;NTNU.Curated,17709512,default activation
KLF4,IL10,1.0,ExTRI;NTNU.Curated,17719562;22653776,PMID
ATF3,IL6,-1.0,CytReg;ExTRI,16688168;17766920;17785797;18942706;20203264;20351107;22105779;24317040;24951825,PMID
NFATC2,CTLA4,1.0,ExTRI;HTRI,17785820,default activation
MAF,BCL2,-1.0,ExTRI;GEREDB,17823980;19476513,PMID
MYC,HLA-DRB1,1.0,ExTRI,17881904;18544564,default activation
SNAI2,PPARG,-1.0,ExTRI;NTNU.Curated,17905753,regulon
EZH2,CIITA,-1.0,ExTRI;TRRUST,17911618;21266852;22563434,PMID
EZH2,IFNG,1.0,CytReg;ExTRI,17911618;21624129;21674483;22563434,PMID
LEF1,PTGS2,1.0,ExTRI;GEREDB;NTNU.Curated;Pavlidis2021,17945188;19783677,PMID
ESR1,INHBA,1.0,ExTRI,17951260;19763504,default activation
ESR2,INHBA,1.0,ExTRI,17951260,default activation
ATF3,FN1,1.0,ExTRI;GEREDB;NTNU.Curated,17952119,PMID
ATF3,SERPINE1,1.0,ExTRI;NTNU.Curated,17952119,PMID
ATF3,SNAI2,1.0,ExTRI;NTNU.Curated,17952119;21304988,PMID
LEF1,MMP13,1.0,ExTRI;GEREDB;NTNU.Curated;Pavlidis2021,17971297;19783677,PMID
KLF4,MYC,1.0,ExTRI;NTNU.Curated,17974960,default activation
MYC,KLF4,1.0,ExTRI,19736564,default activation
HES1,TAGLN,1.0,ExTRI;NTNU.Curated,17981798,PMID
GATA3,ICOS,1.0,ExTRI;GEREDB,17986443,PMID
TBX21,ICOS,1.0,ExTRI,17986443,default activation
PAX3,CDKN1C,1.0,ExTRI;NTNU.Curated,17986608,default activation
NFATC2,PTGS2,1.0,ExTRI;NTNU.Curated;SIGNOR;TFactS,18006811;21871017;23105117,PMID
ZBTB10,ESR1,1.0,ExTRI,18006846,default activation
PRDM1,IFNG,-1.0,ExTRI;GEREDB;NTNU.Curated,18025207;18684923;19828629;20944005;22585398;24584090,PMID
PPARG,SOCS3,1.0,ExTRI;GEREDB;NTNU.Curated,18035585,PMID
RORA,CYP7B1,1.0,ExTRI;GEREDB,18055760;18535165,PMID
SOX18,CLDN5,1.0,ExTRI;GEREDB;NTNU.Curated,18065521,PMID
HIF3A,EDN1,-1.0,ExTRI;NTNU.Curated,18070924,PMID
SOX5,SPARC,-1.0,ExTRI;NTNU.Curated,18085523,PMID
PBX1,IL10,1.0,CytReg;ExTRI;Pavlidis2021,18093541,PMID
JUN,HCST,1.0,ExTRI;NTNU.Curated,18097042,PMID
TEAD1,IFITM3,1.0,ExTRI;GEREDB;NTNU.Curated,18177740,regulon
IRF8,PTPN13,1.0,ExTRI,18195016;22262849,default activation
HMGA2,IGF1,1.0,ExTRI,18212049,default activation
HMGA2,IGF2,1.0,ExTRI,18212049,default activation
HMGA2,IGFBP4,1.0,ExTRI,18212049,default activation
E2F5,DTL,1.0,ExTRI;NTNU.Curated,18213392,default activation
MEIS1,MYC,1.0,ExTRI;GEREDB;NTNU.Curated,18216175,default activation
MYC,MEIS1,1.0,DoRothEA-A;HTRI,12747840,default activation
GATA2,KIT,1.0,ExTRI;NTNU.Curated;Pavlidis2021,18243117;20833840;26660446,PMID
SATB2,BCL11B,-1.0,ExTRI;Pavlidis2021;SIGNOR,18255030;18255031;31666685,PMID
TP63,TPRG1,1.0,ExTRI,18256694,default activation
